BAIdentifier,BALegalName,BAAddress,BAPhoneNumber,BACorporateStatus,BACorporateStatusEffectiveDate,AmalgamatedIntoBAID,AmalgamatedIntoBALegalName,BAAmalgamationEstablishedDate,BALicenceEligibilityType,BALicenceEligibiltyDesc,BAAbbreviatedName
0WB7,RAIDER WELL SERVICING LTD,5211 65 ST    LLOYDMINSTER AB CA T9V 2E8,999-999-9999,ACTIVE,2002-10-01,,,,01,Not Eligible,RAIDER WELL
0WB8,MARQUEST ENERGY LTD,421 7 AVE SW SUITE 1400    CALGARY AB CA T2P 4K9,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,MARQUEST
0WB9,INTER WEST ENERGY CORPORATION,300 5 AVE SW SUITE 1200    CALGARY AB CA T2P 3C4,999-999-9999,DISSOLUTION/DISSOLVED,1999-06-14,,,,01,Not Eligible,INTER WEST
0WC1,CABOS RESOURCES INC,C 0 DANOIL ENERGY LTD 505 3 ST SW SUITE 500   CALGARY AB CA T2P 3E6,999-999-9999,AMALGAMATED,2001-05-01,0X4D,DANOIL ENERGY LTD,2002-10-31,01,Not Eligible,
0WC2,AMA INVESTMENTS LTD.,6820 103 ST NW    EDMONTON AB CA T6H 2J2,999-999-9999,STRUCK,2022-12-02,,,,01,Not Eligible,BEAR DRILLING
0WC3,BLUESTONE RESOURCES INC.,400-900 6 Ave SW    Calgary AB CA T2P 3K2,403-269-1771,ACTIVE,2002-03-19,,,,03,Limited Eligibility,BLUESTONE RESO
0WC4,HIKE RESOURCES INC.,330 5 AVE SW SUITE 600    CALGARY AB CA T2P 0L4,403-294-1336,AMALGAMATED,2008-10-01,0KK5,GUARD RESOURCES LTD.,2009-01-31,01,Not Eligible,HIKE RESOURCES
0WC5,RENATA RESOURCES INC.,"2100, 855 - 2 STREET, S.W.    CALGARY AB CA T2P 4J8",403-517-6700,AMALGAMATED,1994-01-01,0HE9,CANADIAN NATURAL RESOURCES LIMITED,2008-04-30,01,Not Eligible,RENATA RESOURC
0WC6,MAPCO CANADA ENERGY INC,250 6 AVE SW SUITE 1150    CALGARY AB CA T2P 3H7,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,MAPCO CANADA
0WC7,KT MEYER HOLDINGS LTD.,4555 SPRAGUE WAY SE    MEDICINE HAT AB CA T1Y 3Y7,999-999-9999,DISSOLUTION/DISSOLVED,2007-12-31,,,,01,Not Eligible,3 DRILL LTD.
0WC8,DEVON AXL,100-400 3 Ave SW    Calgary AB CA T2P 4H2,999-999-9999,DISSOLUTION/DISSOLVED,2017-10-01,,,,01,Not Eligible,ANDERSON
0WC9,PENCOR PETROLEUM LIMITED,1000-635 8 Ave SW    Calgary AB CA T2P 3M3,999-999-9999,AMALGAMATED,1999-03-01,0G30,ARC RESOURCES LTD.,2002-10-31,01,Not Eligible,
0WD1,PROGRESS EXPLORATION LTD.,440 2 AVE SW SUITE 1400    CALGARY AB CA T2P 5E9,403-216-2510 Ext 108,AMALGAMATED,2004-07-02,0XJ2,PROGRESS ENERGY LTD.,2004-10-31,01,Not Eligible,CAMPION RESOUR
0WD2,AQUILA CANADA CORP,2750-140 4 Ave SW    Calgary AB CA T2P 3N3,999-999-9999,CONTINUED OUT,2004-03-09,,,,01,Not Eligible,AQUILA CANADA
0WD3,PARADIGM RESOURCES LTD,407 2 ST SW SUITE 420    CALGARY AB CA T2P 2Y3,999-999-9999,STRUCK,2003-12-02,,,,01,Not Eligible,PARADIGM RESOU
0WD4,GARDINER EXPLORATION LIMITED,500 4 AVE SW SUITE 2700    CALGARY AB CA T2P 2V6,999-999-9999,AMALGAMATED,1999-09-01,0C00,PRIMEWEST OIL AND GAS CORP,2002-10-31,01,Not Eligible,
0WD5,MARMOT ENERGY SERVICES INC.,2203 17 AVE S    LETHBRIDGE AB CA T1K 2B2,999-999-9999,STRUCK,2010-06-02,,,,01,Not Eligible,MARMOT ENERGY
0WD6,KETCH OIL & GAS LTD,1800-255 5 Ave SW    Calgary AB CA T2P 3G6,403-261-9010,AMALGAMATED,2002-01-01,0RZ7,KETCH ENERGY LTD,2002-10-31,01,Not Eligible,
0WD7,RESOLUTION RESOURCES LTD.,2500-500 4 Ave SW    Calgary AB CA T2P 2V6,403-262-8686,AMALGAMATED,2003-11-19,A0GD,BERENS ENERGY LTD.,2004-02-29,01,Not Eligible,RESOLUTION RES
0WD8,DIRECT ENERGY MARKETING LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,1999-01-01,0RC3,DIRECT ENERGY MARKETING LIMITED,2002-10-31,01,Not Eligible,
0WD9,MYRIAD ENERGY CORPORATION,700-700 2 St SW    Calgary AB CA T2P 2W1,403-218-6400,AMALGAMATED,2003-12-31,A09J,ITERATION ENERGY LTD.,2004-03-31,01,Not Eligible,MYRIAD ENERGY
0WE1,DEVON ENERGY CANADA CORPORATION,400 3 AVE SW SUITE 3000    CALGARY AB CA T2P 4H2,999-999-9999,AMALGAMATED,2001-02-01,0BK8,DEVON NEC CORPORATION,2002-10-31,01,Not Eligible,
0WE2,CHEVRON ALBERTA GAS STORAGE ULC,3500-700 2 St SW    Calgary AB CA T2P 2W2,999-999-9999,CONTINUED OUT,2016-04-04,,,,01,Not Eligible,UNOCAL CN AB H
0WE3,PLAYER PETROLEUM CORPORATION,1000-550 6 Ave SW    Calgary AB CA T2P 0S2,999-999-9999,AMALGAMATED,2001-10-01,0ZW5,SENECA ENERGY CANADA INC.,2002-10-31,01,Not Eligible,PLAYER RESOURC
0WE4,FRANK ENGINEERING LTD.,8 OAKMOUNT COURT SW    CALGARY AB CA T2V 5B7,999-999-9999,DISSOLUTION/DISSOLVED,2010-11-16,,,,01,Not Eligible,FRANK ENGINEER
0WE5,RANGE ENERGY INC.,333 5 AVE SW SUITE 1550    CALGARY AB CA T2P 3B6,403-264-8771,STRUCK,2005-12-02,,,,03,Limited Eligibility,RANGE PETRO
0WE6,STARGAZER RANCHES INC.,PO BOX 38 SITE 1 RR 2    SUNDRE AB CA T0M 1X0,999-999-9999,DISSOLUTION/DISSOLVED,2021-10-20,,,,01,Not Eligible,TECHMASTER SOL
0WE7,ANTRIM ENERGY INC.,44 PATTERSON MEWS SW    CALGARY AB CA T3H 2C6,403-264-5111,DISSOLUTION/DISSOLVED,2017-04-26,,,,01,Not Eligible,ANTRIM ENERGY
0WE8,FALCON WELL SERVICES LTD,333 5 AVE SW SUITE 2300    CALGARY AB CA T2P 3B6,999-999-9999,STRUCK,2001-09-05,,,,01,Not Eligible,FALCON WELL SE
0WE9,KC WELLSITE MANAGEMENT INC,407 2 ST SW SUITE 580    CALGARY AB CA T2P 2Y3,999-999-9999,DISSOLUTION/DISSOLVED,2000-08-03,,,,01,Not Eligible,KC WELLSITE
0WF1,SAGRES ENERGY INC.,400-2424 4 St SW    Calgary AB CA T2S 2T4,403-218-6511,STRUCK,2015-10-02,,,,03,Limited Eligibility,CORAL SEA
0WF2,ASCENT CONSULTING LTD,5615 Buckthorn Rd NW    Calgary AB CA T2K 2Y6,999-999-9999,ACTIVE,2019-12-02,,,,01,Not Eligible,ASCENT CONSULT
0WF3,RIVAL WELL SERVICE LTD,PO Box 506    Provost AB CA T0B 3S0,999-999-9999,AMALGAMATED,2004-10-01,A146,A.S.J.A.K. HOLDINGS LTD.,2005-01-31,01,Not Eligible,RIVAL WELL SER
0WF4,"HANNA OIL AND GAS COMPANY - CANADA, INC.",615 3 AVE SW SUITE 200    CALGARY AB CA T2P 0G6,403-269-4182,STRUCK,2009-12-02,,,,03,Limited Eligibility,HANNA O & G
0WF5,AGRIUM PRODUCTS INC.,13131 Lake Fraser Dr SE    Calgary AB CA T2J 7E8,780-998-6144,AMALGAMATED,2017-07-04,0GX2,NUTRIEN (CANADA) HOLDINGS ULC,2017-10-31,03,Limited Eligibility,AGRIUM PRODUCT
0WF6,AGRICULTURE AND AGRI-FOOD CANADA,ADMINISTRATION 4805 48 AVE SUITE 201   RED DEER AB CA T4N 3T2,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,AGRICULTURE
0WF7,GENTRY RESOURCES LTD.,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,1998-02-01,0XF4,BARRA RESOURCES INC,2002-10-31,01,Not Eligible,
0WF8,TRIQUEST ENERGY CORP.,525 8 ave sw suite 1500    calgary  AB CA T2P 1G1,403-531-8540,DISSOLUTION/DISSOLVED,2004-12-23,,,,03,Limited Eligibility,TRIQUEST ENERG
0WF9,OAKTREE RESOURCES LTD.,19 Golden Aspen Crest    Calgary AB CA T3Z 3E6,403-254-8232,ACTIVE,1997-01-01,,,,01,Not Eligible,OAKTREE RESOUR
0WG1,QUALITAT CONSULTING LTD.,108 EAGLEVIEW HEIGHTS    CALGARY AB CA T4C 1P7,999-999-9999,DISSOLUTION/DISSOLVED,2009-12-02,,,,01,Not Eligible,QUALITAT
0WG2,ENCANA HERITAGE LANDS,150 9 AVE SW PO BOX 2850   CALGARY AB CA T2P 2S5,403-645-5567,DISSOLUTION/DISSOLVED,2009-10-15,,,,01,Not Eligible,PANCANADIAN HE
0WG3,WESTERN OILFIELD SERVICING LTD,PO BOX 25059    RED DEER AB CA T4N 6X7,999-999-9999,DISSOLUTION/DISSOLVED,2004-12-07,,,,01,Not Eligible,WESTERN OILFIE
0WG4,672493 ALBERTA LTD,PO Box 1059    Wynyard SK CA S0A 4T0,999-999-9999,DISSOLUTION/DISSOLVED,2000-12-29,,,,03,Limited Eligibility,672493 ALBERTA
0WG5,LYSE PETROLEUM LTD.,1000-910 7 Ave SW    Calgary AB CA T2P 3N8,403-777-9200,AMALGAMATED,2003-01-01,0CX9,ASPEN ENDEAVOUR RESOURCES INC.,2003-09-30,01,Not Eligible,LYSE PETROLEUM
0WG6,LANDIN RESOURCES LTD,3500-700 2 St SW    Calgary AB CA T2P 2W2,999-999-9999,DISSOLUTION/DISSOLVED,1999-06-16,,,,01,Not Eligible,LANDIN RESOURC
0WG7,FOOTHILLS PIPE LINES LTD,450 1 ST SW  PO BOX 1000 STN M   CALGARY AB CA T2P 4K5,403-294-4111,ACTIVE,2002-10-01,,,,03,Limited Eligibility,FOOTHILLS PIPE
0WG8,POUCE COUPE PIPE LINE LTD.,4000-585 8 Ave SW    Calgary AB CA T2P 1G1,403-231-7500,ACTIVE,2002-10-01,,,,02,General Eligibility,POUCE COUPE
0WG9,EXPRESS PIPELINE LTD.,2700-300 5 Ave SW    Calgary AB CA T2P 5J2,403-514-6400,ACTIVE,2010-09-28,,,,03,Limited Eligibility,EXPRESS PIPELI
0WH1,M.R. SILLS & ASSOCIATES LTD.,333 7 AVE SW SUITE 1428    CALGARY AB CA T2P 2Z1,999-999-9999,STRUCK,2010-07-02,,,,01,Not Eligible,M.R. SILLS
0WH2,ENBRIDGE PIPELINES INC.,10180 101 ST NW SUITE 330    EDMONTON AB CA T5J 3S4,780-420-8240,ACTIVE,1998-10-19,,,,02,General Eligibility,
0WH3,EQUAL ENERGY CORP.,2700-500 4 Ave SW    Calgary AB CA T2P 2V6,403-213-2510,AMALGAMATED,2011-01-01,A5RZ,EQUAL ENERGY LTD.,2011-04-30,01,Not Eligible,ENTERRA ENERGYC
0WH4,EDGE ENERGY INC,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,1999-06-01,0LB6,EDGE ENERGY INC.,2003-12-31,01,Not Eligible,
0WH5,"EL PASO VELVET CANADA, INC.",150 6 AVE SW FLOOR 7    CALGARY AB CA T2P 3Y7,403-538-7525,AMALGAMATED,2002-01-01,0ZL8,"BG CANADA EXPLORATION AND PRODUCTION, INC.",2002-10-31,01,Not Eligible,
0WH6,POLARIS ENGINEERING LTD.,200-1120 29 Ave NE    Calgary AB CA T2E 7P1,403-263-8007,ACTIVE,2002-10-01,,,,01,Not Eligible,POLARIS ENGINE
0WH7,SENTERLINE PROJECTS LTD,3831 POINT MCKAY ROAD NW    CALGARY AB CA T3B 4V7,999-999-9999,ACTIVE,2002-10-01,,,,01,Not Eligible,SENTERLINE PRO
0WH8,P.B. RESOURCES INC.,9515 56 Ave NW    Edmonton AB CA T6E 0B2,999-999-9999,STRUCK,2007-11-02,,,,01,Not Eligible,P.B. RESOURCES
0WH9,EXREX ENERGY INC.,300-400 5 Ave SW    Calgary AB CA T2P 0L6,403-266-8632,STRUCK,2017-03-02,,,,01,Not Eligible,EXREX ENERGY
0WJ1,RAPIDFIRE RESOURCES LTD.,205 5 AVE SW SUITE 2700    CALGARY AB CA T2P 4B9,403-233-7338,STRUCK,2005-06-02,,,,01,Not Eligible,RAPIDFIRE RESO
0WJ2,SEVENTH ENERGY LTD.,521 3 AVE SW SUITE 500    CALGARY AB CA T2P 3T3,403-543-6700,AMALGAMATED,2004-03-16,A053,PRIMEWEST GAS CORP.,2004-06-30,01,Not Eligible,SEVENTH ENERGY
0WJ3,QUARRY OIL & GAS LTD.,521 3 AVE SW SUITE 1250    CALGARY AB CA T2P 3T3,403-266-4975,AMALGAMATED,2004-12-17,A18Z,ASSURE HOLDINGS INC.,2005-01-31,01,Not Eligible,QUARRY OIL & G
0WJ4,ABS CONSULTING INC.,305 4625 VARSITY DR NW SUITE 33    CALGARY AB CA T3A 0Z9,403-803-7688,ACTIVE,2002-10-01,,,,01,Not Eligible,ABS CONSULTING
0WJ5,ARC RESOURCES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,1999-03-01,0G30,ARC RESOURCES LTD.,2002-10-31,01,Not Eligible,
0WJ6,PATCH PROJECTS INC.,2525 SOUTHWOOD DR SE    CALGARY AB CA T2B 1S6,999-999-9999,DISSOLUTION/DISSOLVED,2005-12-22,,,,01,Not Eligible,PATCH PROJECTS
0WJ7,TRIGIL ENERGY INC.,PO Box 366    High Prairie AB CA T0G 1E0,999-999-9999,ACTIVE,2019-08-30,,,,01,Not Eligible,TRIGIL ENERGY
0WJ8,NEVIS LTD,400 3 AVE SW SUITE 3000    CALGARY AB CA T2P 4H2,999-999-9999,AMALGAMATED,2002-10-01,0KX8,ACCLAIM ENERGY INC.,2002-10-31,01,Not Eligible,
0WJ9,MATRIX RESOURCES LTD.,250 7 AVE SW SUITE 1450    CALGARY AB CA T2P 3H7,999-999-9999,STRUCK,2008-12-02,,,,03,Limited Eligibility,MATRIX RESOURC
0WK1,AUTUMN ENERGY LTD,235 Country Hills Close NW    Calgary AB CA T3K 3Z5,999-999-9999,STRUCK,2002-08-02,,,,01,Not Eligible,AUTUMN ENERGY
0WK2,TARA DRILLING LIMITED,2901-909 7 Ave SW    Calgary AB CA T2P 1A6,999-999-9999,STRUCK,1999-05-01,,,,01,Not Eligible,TARA DRILLING
0WK3,COASTAL STATES TRADING CANADA,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,DISSOLUTION/DISSOLVED,2010-01-19,,,,01,Not Eligible,COASTAL STATES
0WK4,HELM CONSULTING LTD,PO BOX 7079    DRAYTON VALLEY AB CA T7A 1S4,999-999-9999,ACTIVE,2002-10-01,,,,01,Not Eligible,HELM CONSULTIN
0WK5,FIND ENERGY LTD.,2800-144 4 Ave SW    Calgary AB CA T2P 3N4,403-232-4800,AMALGAMATED,2006-09-30,0TR8,SHININGBANK ENERGY LTD.,2006-12-31,01,Not Eligible,LEXXOR ENERGY
0WK6,RIVAL ENERGY LTD.,1700-333 5 Ave SW    Calgary AB CA T2P 3B6,403-233-0039,AMALGAMATED,2008-01-23,0MP9,ZARGON OIL & GAS LTD.,2008-04-30,01,Not Eligible,Rival Energy Ltd
0WK7,GAUNTLET ENERGY CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,1999-01-01,0PM2,GAUNTLET ENERGY CORPORATION,2002-10-31,01,Not Eligible,
0WK9,678384 ALBERTA LTD.,750-700 4 Ave SW    Calgary AB CA T2P 3J4,403-262-5044,AMALGAMATED,2005-02-22,A0CL,RAVENWOOD ENERGY CORP.,2005-05-31,01,Not Eligible,GEO-ENERGY VEN
0WL1,ARRIVAL ENERGY LTD,521 3 AVE SW SUITE 1250    CALGARY AB CA T2P 3T3,999-999-9999,AMALGAMATED,2000-07-01,0WB5,CHAIN ENERGY CORPORATION,2002-10-31,01,Not Eligible,
0WL2,TORPEDO FLUSHBY UNITS LTD.,PO Box 293    Killam AB CA T0B 2L0,999-999-9999,STRUCK,2012-03-02,,,,01,Not Eligible,TORPEDO FLUSH
0WL3,NCE PETROFUND CORP,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,1998-04-01,0PY7,TORRINGTON RESOURCES LTD,2002-10-31,01,Not Eligible,
0WL4,ENBRIDGE PIPELINES (ATHABASCA) INC.,10180 101 ST NW SUITE 330    EDMONTON AB CA T5J 3S4,403-508-3152,ACTIVE,1998-10-13,,,,02,General Eligibility,ENBRIDGE PIPEL
0WL5,BIGSTONE CORPORATION,254028 BEARSPAW RD    CALGARY AB CA T3L 2P7,999-999-9999,DISSOLUTION/DISSOLVED,2011-05-20,,,,01,Not Eligible,BIGSTONE CORPO
0WL6,H & R DRILLING INC,6615 45 St    Leduc AB CA T9E 7E3,999-999-9999,STRUCK,2001-01-01,,,,01,Not Eligible,H & R DRILLING
0WL7,MARBEN'S WELL OPERATING LTD,PO Box 65    Chauvin AB CA T0B 0V0,999-999-9999,ACTIVE,2002-10-01,,,,01,Not Eligible,MARBEN'S WELL
0WL8,WARD AND ASSOCIATES,540 5 AVE SW SUITE 1215    CALGARY AB CA T2P 0M2,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,WARD AND ASSOC
0WL9,STELLARTON RESOURCE MANAGEMENT INC.,2882 11 ST NE FLOOR 2    CALGARY AB CA T2E 7S7,403-515-6000 Ext 6043,AMALGAMATED,1999-01-01,0L29,STELLARTON ENERGY CORPORATION,2002-10-31,01,Not Eligible,
0WM1,G. M. CONSULTING LTD.,PO BOX 21027    MEDICINE HAT AB CA T1A 8M3,999-999-9999,STRUCK,2012-02-02,,,,01,Not Eligible,G.M. CONSULTIN
0WM2,470469 ALBERTA LTD.,2-1713 28 Ave SW    Calgary AB CA T2T 1J7,999-999-9999,ACTIVE,2006-12-02,,,,01,Not Eligible,470469 ALBERTA
0WM3,TERO OILFIELD SERVICES LTD.,PO Box 28    Wardlow AB CA T0J 3M0,403-566-2590,ACTIVE,1997-08-01,,,,03,Limited Eligibility,TERO OILFIELD
0WM4,VAL VISTA ENERGY INC.,116 8 AVE SW FLOOR 2    CALGARY AB CA T2P 1B3,403-264-9990,AMALGAMATED,2003-08-21,A0CK,VAL VISTA ENERGY LTD.,2003-11-30,01,Not Eligible,VAL VISTA ENER
0WM5,HOWES RANCH (RMH) LTD,SITE 1 BOX 26 RR 3   ROCKY MOUNTAIN HOUSE AB CA T4T 2A3,999-999-9999,DISSOLUTION/DISSOLVED,2021-08-31,,,,01,Not Eligible,HOWES RANCH
0WM6,J. ARON & COMPANY,200 WEST ST 16TH FLOOR    NEW YORK NY US 10282-2198,212-902-1000,DISSOLUTION/DISSOLVED,2017-04-28,,,,01,Not Eligible,J. ARON & COMP
0WM7,HOOD TECHNICAL CONSULTANTS LTD.,9940 49 ST SUITE 201    EDMONTON AB CA T6B 2M9,999-999-9999,AMALGAMATED,2016-01-01,A7AR,OEI CONSULTANTS INC.,2016-05-31,01,Not Eligible,HOOD TECHNICAL
0WM8,EDGE ENERGY INC,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,1998-05-01,0LB6,EDGE ENERGY INC.,2003-12-31,01,Not Eligible,
0WM9,ENBRIDGE SERVICES INC,600-111 Gordon Baker Rd    North York ON CA M2H 3R1,999-999-9999,ACTIVE,1999-08-25,,,,01,Not Eligible,ENBRIDGE SERVI
0WN1,BRIXTON ENERGY CORP.,328-1500 14 St SW    Calgary AB CA T3C 1C9,403-269-8424,STRUCK,2018-06-05,,,,02,General Eligibility,PEMBERTON
0WN2,TRIMAC CORPORATION,PO BOX 3500    CALGARY AB CA T2P 2P9,999-999-9999,AMALGAMATED,2005-02-24,A1BP,TRIMAC TRANSPORTATION SERVICES INC.,2005-02-28,01,Not Eligible,TRIMAC CORPORA
0WN3,INTERNATION RESOURCE MANAGEMENT,400 5 AVE SW SUITE 670    CALGARY AB CA T2P 0L6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,INTERNATIONAL
0WN4,SADDLE RESOURCES INC,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,1999-01-01,0T00,SADDLE RESOURCES INC.,2002-10-31,01,Not Eligible,
0WN5,NAVIGO ENERGY INC.,1800-635 8 Ave SW    Calgary AB CA T2P 3M3,403-218-3600,AMALGAMATED,2006-08-14,A288,SET RESOURCES INC.,2006-11-30,01,Not Eligible,NAVIGO ENERGY
0WN6,STARWEST DRILLING LTD,20 Midpark Cres SE    Calgary AB CA T2X 1P3,999-999-9999,AMALGAMATED,2002-10-01,0Y52,PRECISION DRILLING CORPORATION,2002-10-31,01,Not Eligible,STAR WEST DRIL
0WN7,BLACKBIRD WELL SERVICING LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0YR3,BLACKBIRD WELL SERVICING LTD,2002-10-31,01,Not Eligible,
0WN8,562560 ALBERTA LIMITED,999 8 ST SW SUITE 275    CALGARY AB CA T2R 1J5,999-999-9999,STRUCK,2005-10-02,,,,01,Not Eligible,562560 ALBERTA
0WN9,"ENGIE ENERGY MARKETING NA, INC.",1990 POST OAK BLVD SUITE 1900    HOUSTON TX US 77056,713-636-1174,ACTIVE,2019-08-30,,,,01,Not Eligible,TRACTEBEL ENER
0WP1,MONTERO OILFIELD SERVICES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0Y52,PRECISION DRILLING CORPORATION,2002-10-31,01,Not Eligible,
0WP2,IONIC ENERGY INC,321 6 AVE SW SUITE 1000    CALGARY AB CA T2P 3H2,999-999-9999,AMALGAMATED,2001-06-01,0TR8,SHININGBANK ENERGY LTD.,2002-10-31,01,Not Eligible,
0WP3,BASAL DRILLING (1995) INC,BOX 5414    FORT MCMURRAY AB CA T9H 1G7,999-999-9999,STRUCK,2003-06-02,,,,01,Not Eligible,BASAL DRILLING
0WP4,ACCLAIM OIL AND GAS LTD.,1900-255 5 Ave SW    Calgary AB CA T2P 3G6,403-539-6300,AMALGAMATED,2004-01-01,A09G,ACCLAIM ENERGY WEST INC.,2004-04-30,01,Not Eligible,KETCH EXPLORAT
0WP5,SPHERE ENERGY CORP.,3200-333 7 Ave SW    Calgary AB CA T2P 2Z1,403-233-2822,AMALGAMATED,2021-09-30,A89A,REVOLUTION OIL & GAS CORPORATION,2021-12-31,01,Not Eligible,SPHERE ENERGY
0WP6,THE PREDATOR CORPORATION LTD.,720-440 2 Ave SW    Calgary AB CA T2P 5E9,999-999-9999,STRUCK,2014-03-02,,,,03,Limited Eligibility,THE PREDATOR C
0WP7,ARGO ENERGY LTD.,1200-500 4 Ave SW    Calgary AB CA T2P 2V6,403-770-6300,AMALGAMATED,2005-04-22,A1DG,SEQUOIA OIL & GAS LTD.,2005-07-31,01,Not Eligible,ARGO
0WP8,ADVANTAGE PIPELINE COMPANY INC.,po box 128 817 w main st    brownsville WI US 530060128,999-999-9999,DISSOLUTION/DISSOLVED,2008-03-31,,,,01,Not Eligible,ADVANTAGE PIPE
0WP9,BRIGUS RESOURCES LTD.,1100-550 11 Ave SW    Calgary AB CA T2R 1M7,403-216-5821,AMALGAMATED,2007-03-01,A02P,CHOICE RESOURCES CORP.,2007-06-30,01,Not Eligible,BRIGUS RESOURC
0WR1,SUNSTONE ENGINEERING LIMITED,530-510 5 St SW    Calgary AB CA T2P 3S2,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,SUNSTONE ENGIN
0WR2,DAWN RESOURCES INC.,330 5 AVE SW SUITE 950    CALGARY AB CA T2P 0L4,403-264-9990 Ext 210,AMALGAMATED,2006-01-01,A1G5,COSTA RESOURCES LTD.,2006-04-30,01,Not Eligible,DAWN RESOURCES
0WR3,Q ENERGY LIMITED,1300-700 9 Ave SW    Calgary AB CA T2P 3V4,999-999-9999,DISSOLUTION/DISSOLVED,2001-07-23,,,,01,Not Eligible,Q ENERGY LIMIT
0WR4,SAFFRON ENERGY LTD.,1706 4 ST SW   PO BOX 23062 RPO MISSION   CALGARY AB CA T2S 3B1,403-750-1817,DISSOLUTION/DISSOLVED,2014-07-03,,,,03,Limited Eligibility,SAFFRON ENERGY
0WR5,J. MCPHEE HOLDINGS INC.,820-407 2 St SW    Calgary AB CA T2P 2Y3,403-269-7373,ACTIVE,2002-10-01,,,,01,Not Eligible,CULSHAW PETROL
0WR6,NRC CONSULTING LTD,205 5 AVE SW SUITE 1560    CALGARY AB CA T2P 2V7,999-999-9999,ACTIVE,2002-10-01,,,,01,Not Eligible,NRC CONSULTING
0WR7,H & R DRILLING LTD.,160-1209 59 Ave SE    Calgary AB CA T2H 2P6,999-999-9999,CONTINUED OUT,2003-01-03,,,,01,Not Eligible,TETONKA DRILLI
0WR8,EUB ENFORCEMENT ABANDONMENT PROGRAM,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,EUB ENFORCEMEN
0WR9,SUMAS ENVIRONMENTAL SERVICES INC,4623 Byrne Rd    Burnaby BC CA V5J 3H6,605-682-6678,ACTIVE,2002-10-01,,,,03,Limited Eligibility,SUMAS ENVIRONM
0WT1,THE DOMINION CORROSION GROUP LTD,324 9 Ave NE    Calgary AB CA T2E 0V6,999-999-9999,ACTIVE,2002-10-01,,,,01,Not Eligible,THE DOMINION C
0WT2,PRAGMA INC.,300-700 4 Ave SW    Calgary AB CA T2P 3J4,403-777-9210,DISSOLUTION/DISSOLVED,2014-10-01,,,,03,Limited Eligibility,PRAGMA INC.
0WT3,PIPELINE TECHNOLOGIES INC,602 12 AVE SW SUITE 930    CALGARY AB CA T2R 1J3,999-999-9999,ACTIVE,2002-10-01,,,,01,Not Eligible,PIPELINE TECHN
0WT4,3850676 CANADA LTD,600 6 AVE SW SUITE 650    CALGARY AB CA T2P 0S5,999-999-9999,AMALGAMATED,2001-03-01,0YL1,HORNET ENERGY LTD.,2002-10-31,01,Not Eligible,
0WT5,CANSCOT RESOURCES LTD.,400 5 AVE SW SUITE 1050    CALGARY AB CA T2P 0L6,403-264-6858,AMALGAMATED,2003-10-01,0TJ3,APF ENERGY INC.,2004-01-31,01,Not Eligible,CANSCOT RESOUR
0WT6,PINON OIL AND GAS LTD,600 6 AVE SW SUITE 680    CALGARY AB CA T2P 0S5,999-999-9999,AMALGAMATED,2001-03-01,0YL1,HORNET ENERGY LTD.,2002-10-31,01,Not Eligible,
0WT7,CROWNJOULE EXPLORATION LTD,777 8 AVE SW SUITE 1500    CALGARY AB CA T2P 3R5,999-999-9999,AMALGAMATED,2001-01-01,0WX6,BELAIR ENERGY CORPORATION,2002-10-31,01,Not Eligible,
0WT8,INTERNATIONAL SOVEREIGN ENERGY CORP,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,1999-01-01,0TA9,INTERNATIONAL SOVEREIGN ENERGY CORP.,2002-10-31,01,Not Eligible,
0WT9,NEW EARTH EXPLORATION LTD.,101 6 AVE SW SUITE 1545    CALGARY AB CA T2P 3P4,403-539-4313,AMALGAMATED,2005-01-01,A17F,JED PRODUCTION INC.,2005-04-30,01,Not Eligible,NEW EARTH EXPL
